Título de trazado: MDP,,
N.º,"Fecha Tiempo, GMT-05:00","Temp, °F (LGR S/N: 20462595, SEN S/N: 20462595)"
2191,2/10/2019 1:00,73.58
2192,2/10/2019 1:30,73.407
2193,2/10/2019 2:00,73.407
2194,2/10/2019 2:30,73.407
2195,2/10/2019 3:00,73.407
2196,2/10/2019 3:30,73.407
2197,2/10/2019 4:00,73.234
2198,2/10/2019 4:30,73.234
2199,2/10/2019 5:00,72.891
2200,2/10/2019 5:30,73.062
2201,2/10/2019 6:00,72.718
2202,2/10/2019 6:30,73.062
2203,2/10/2019 7:00,73.062
2204,2/10/2019 7:30,73.234
2205,2/10/2019 8:00,73.234
2206,2/10/2019 8:30,73.753
2207,2/10/2019 9:00,73.926
2208,2/10/2019 9:30,74.098
2209,2/10/2019 10:00,74.271
2210,2/10/2019 10:30,74.619
2211,2/10/2019 11:00,74.619
2212,2/10/2019 11:30,74.964
2213,2/10/2019 12:00,75.139
2214,2/10/2019 12:30,73.753
2215,2/10/2019 13:00,73.234
2216,2/10/2019 13:30,73.234
2217,2/10/2019 14:00,73.58
2218,2/10/2019 14:30,73.58
2219,2/10/2019 15:00,73.753
2220,2/10/2019 15:30,73.753
2221,2/10/2019 16:00,73.407
2222,2/10/2019 16:30,73.407
2223,2/10/2019 17:00,73.58
2224,2/10/2019 17:30,73.58
2225,2/10/2019 18:00,73.234
2226,2/10/2019 18:30,72.891
2227,2/10/2019 19:00,72.891
2228,2/10/2019 19:30,72.545
2229,2/10/2019 20:00,72.545
2230,2/10/2019 20:30,72.718
2231,2/10/2019 21:00,72.545
2232,2/10/2019 21:30,72.372
2233,2/10/2019 22:00,72.199
2234,2/10/2019 22:30,72.199
2235,2/10/2019 23:00,72.199
2236,2/10/2019 23:30,72.028
2237,2/11/2019 0:00,72.028
2238,2/11/2019 0:30,72.028
2239,2/11/2019 1:00,71.856
2240,2/11/2019 1:30,71.856
2241,2/11/2019 2:00,71.168
2242,2/11/2019 2:30,70.995
2243,2/11/2019 3:00,70.995
2244,2/11/2019 3:30,70.995
2245,2/11/2019 4:00,70.995
2246,2/11/2019 4:30,70.651
2247,2/11/2019 5:00,70.995
2248,2/11/2019 5:30,70.651
2249,2/11/2019 6:00,70.651
2250,2/11/2019 6:30,70.48
2251,2/11/2019 7:00,70.308
2252,2/11/2019 7:30,70.308
2253,2/11/2019 8:00,70.308
2254,2/11/2019 8:30,70.137
2255,2/11/2019 9:00,70.137
2256,2/11/2019 9:30,70.137
2257,2/11/2019 10:00,70.137
2258,2/11/2019 10:30,70.137
2259,2/11/2019 11:00,70.137
2260,2/11/2019 11:30,70.137
2261,2/11/2019 12:00,70.137
2262,2/11/2019 12:30,70.308
2263,2/11/2019 13:00,70.308
2264,2/11/2019 13:30,70.308
2265,2/11/2019 14:00,70.308
2266,2/11/2019 14:30,70.308
2267,2/11/2019 15:00,70.308
2268,2/11/2019 15:30,70.308
2269,2/11/2019 16:00,70.308
2270,2/11/2019 16:30,70.137
2271,2/11/2019 17:00,70.137
2272,2/11/2019 17:30,69.964
2273,2/11/2019 18:00,69.964
2274,2/11/2019 18:30,69.793
2275,2/11/2019 19:00,69.793
2276,2/11/2019 19:30,69.622
2277,2/11/2019 20:00,69.622
2278,2/11/2019 20:30,69.449
2279,2/11/2019 21:00,69.449
2280,2/11/2019 21:30,69.278
2281,2/11/2019 22:00,69.278
2282,2/11/2019 22:30,69.107
2283,2/11/2019 23:00,69.107
2284,2/11/2019 23:30,68.934
2285,2/12/2019 0:00,68.934
2286,2/12/2019 0:30,68.934
2287,2/12/2019 1:00,68.763
2288,2/12/2019 1:30,68.763
2289,2/12/2019 2:00,68.763
2290,2/12/2019 2:30,68.592
2291,2/12/2019 3:00,68.421
2292,2/12/2019 3:30,68.421
2293,2/12/2019 4:00,68.248
2294,2/12/2019 4:30,68.248
2295,2/12/2019 5:00,68.077
2296,2/12/2019 5:30,68.077
2297,2/12/2019 6:00,68.077
2298,2/12/2019 6:30,67.906
2299,2/12/2019 7:00,67.906
2300,2/12/2019 7:30,67.906
2301,2/12/2019 8:00,67.906
2302,2/12/2019 8:30,67.906
2303,2/12/2019 9:00,68.077
2304,2/12/2019 9:30,68.248
2305,2/12/2019 10:00,68.248
2306,2/12/2019 10:30,68.421
2307,2/12/2019 11:00,68.592
2308,2/12/2019 11:30,68.592
2309,2/12/2019 12:00,68.763
2310,2/12/2019 12:30,68.934
2311,2/12/2019 13:00,69.107
2312,2/12/2019 13:30,69.107
2313,2/12/2019 14:00,69.278
2314,2/12/2019 14:30,69.449
2315,2/12/2019 15:00,69.449
2316,2/12/2019 15:30,69.449
2317,2/12/2019 16:00,69.449
2318,2/12/2019 16:30,69.449
2319,2/12/2019 17:00,69.449
2320,2/12/2019 17:30,69.278
2321,2/12/2019 18:00,69.278
2322,2/12/2019 18:30,69.107
2323,2/12/2019 19:00,68.934
2324,2/12/2019 19:30,68.934
2325,2/12/2019 20:00,68.763
2326,2/12/2019 20:30,68.763
2327,2/12/2019 21:00,68.763
2328,2/12/2019 21:30,68.592
2329,2/12/2019 22:00,68.592
2330,2/12/2019 22:30,68.763
2331,2/12/2019 23:00,68.421
2332,2/12/2019 23:30,68.421
2333,2/13/2019 0:00,68.248
2334,2/13/2019 0:30,68.077
2335,2/13/2019 1:00,68.077
2336,2/13/2019 1:30,68.077
2337,2/13/2019 2:00,68.248
2338,2/13/2019 2:30,68.421
2339,2/13/2019 3:00,68.248
2340,2/13/2019 3:30,67.735
2341,2/13/2019 4:00,67.564
2342,2/13/2019 4:30,67.392
2343,2/13/2019 5:00,67.564
2344,2/13/2019 5:30,67.564
2345,2/13/2019 6:00,67.05
2346,2/13/2019 6:30,67.564
2347,2/13/2019 7:00,67.564
2348,2/13/2019 7:30,67.735
2349,2/13/2019 8:00,67.906
2350,2/13/2019 8:30,68.248
2351,2/13/2019 9:00,68.763
2352,2/13/2019 9:30,68.934
2353,2/13/2019 10:00,68.934
2354,2/13/2019 10:30,68.934
2355,2/13/2019 11:00,69.107
2356,2/13/2019 11:30,69.449
2357,2/13/2019 12:00,69.793
2358,2/13/2019 12:30,69.622
2359,2/13/2019 13:00,69.793
2360,2/13/2019 13:30,69.622
2361,2/13/2019 14:00,69.793
2362,2/13/2019 14:30,70.137
2363,2/13/2019 15:00,70.137
2364,2/13/2019 15:30,70.308
2365,2/13/2019 16:00,70.137
2366,2/13/2019 16:30,70.137
2367,2/13/2019 17:00,70.137
2368,2/13/2019 17:30,70.137
2369,2/13/2019 18:00,69.964
2370,2/13/2019 18:30,69.793
2371,2/13/2019 19:00,69.793
2372,2/13/2019 19:30,69.622
2373,2/13/2019 20:00,69.622
2374,2/13/2019 20:30,69.449
2375,2/13/2019 21:00,69.449
2376,2/13/2019 21:30,69.278
2377,2/13/2019 22:00,69.278
2378,2/13/2019 22:30,69.449
2379,2/13/2019 23:00,69.449
2380,2/13/2019 23:30,69.107
2381,2/14/2019 0:00,68.934
2382,2/14/2019 0:30,68.934
2383,2/14/2019 1:00,68.592
2384,2/14/2019 1:30,68.592
2385,2/14/2019 2:00,68.421
2386,2/14/2019 2:30,68.421
2387,2/14/2019 3:00,68.248
2388,2/14/2019 3:30,68.421
2389,2/14/2019 4:00,68.763
2390,2/14/2019 4:30,68.592
2391,2/14/2019 5:00,68.421
2392,2/14/2019 5:30,68.421
2393,2/14/2019 6:00,68.421
2394,2/14/2019 6:30,68.248
2395,2/14/2019 7:00,68.248
2396,2/14/2019 7:30,68.421
2397,2/14/2019 8:00,68.592
2398,2/14/2019 8:30,68.934
2399,2/14/2019 9:00,68.934
2400,2/14/2019 9:30,69.278
2401,2/14/2019 10:00,69.793
2402,2/14/2019 10:30,69.793
2403,2/14/2019 11:00,69.964
2404,2/14/2019 11:30,70.308
2405,2/14/2019 12:00,69.793
2406,2/14/2019 12:30,70.137
2407,2/14/2019 13:00,71.168
2408,2/14/2019 13:30,70.824
2409,2/14/2019 14:00,70.995
2410,2/14/2019 14:30,70.995
2411,2/14/2019 15:00,70.308
2412,2/14/2019 15:30,70.651
2413,2/14/2019 16:00,70.651
2414,2/14/2019 16:30,70.824
2415,2/14/2019 17:00,70.651
2416,2/14/2019 17:30,70.651
2417,2/14/2019 18:00,70.308
2418,2/14/2019 18:30,69.964
2419,2/14/2019 19:00,69.964
2420,2/14/2019 19:30,69.793
2421,2/14/2019 20:00,69.793
2422,2/14/2019 20:30,69.449
2423,2/14/2019 21:00,69.622
2424,2/14/2019 21:30,69.449
2425,2/14/2019 22:00,69.449
2426,2/14/2019 22:30,69.278
2427,2/14/2019 23:00,69.278
2428,2/14/2019 23:30,69.107
2429,2/15/2019 0:00,69.107
2430,2/15/2019 0:30,69.107
2431,2/15/2019 1:00,69.107
2432,2/15/2019 1:30,68.934
2433,2/15/2019 2:00,68.934
2434,2/15/2019 2:30,68.934
2435,2/15/2019 3:00,68.763
2436,2/15/2019 3:30,68.763
2437,2/15/2019 4:00,68.763
2438,2/15/2019 4:30,68.592
2439,2/15/2019 5:00,68.592
2440,2/15/2019 5:30,68.592
2441,2/15/2019 6:00,68.592
2442,2/15/2019 6:30,68.592
2443,2/15/2019 7:00,68.763
2444,2/15/2019 7:30,68.934
2445,2/15/2019 8:00,69.278
2446,2/15/2019 8:30,69.278
2447,2/15/2019 9:00,69.449
2448,2/15/2019 9:30,69.793
2449,2/15/2019 10:00,69.793
2450,2/15/2019 10:30,69.793
2451,2/15/2019 11:00,69.793
2452,2/15/2019 11:30,70.308
2453,2/15/2019 12:00,70.308
2454,2/15/2019 12:30,70.651
2455,2/15/2019 13:00,71.168
2456,2/15/2019 13:30,71.168
2457,2/15/2019 14:00,71.512
2458,2/15/2019 14:30,71.339
2459,2/15/2019 15:00,71.683
2460,2/15/2019 15:30,71.512
2461,2/15/2019 16:00,71.339
2462,2/15/2019 16:30,71.512
2463,2/15/2019 17:00,71.512
2464,2/15/2019 17:30,71.683
2465,2/15/2019 18:00,71.683
2466,2/15/2019 18:30,71.512
2467,2/15/2019 19:00,71.512
2468,2/15/2019 19:30,71.512
2469,2/15/2019 20:00,71.339
2470,2/15/2019 20:30,71.168
2471,2/15/2019 21:00,71.168
2472,2/15/2019 21:30,71.168
2473,2/15/2019 22:00,70.995
2474,2/15/2019 22:30,70.995
2475,2/15/2019 23:00,70.995
2476,2/15/2019 23:30,70.824
2477,2/16/2019 0:00,70.651
2478,2/16/2019 0:30,70.651
2479,2/16/2019 1:00,70.651
2480,2/16/2019 1:30,70.651
2481,2/16/2019 2:00,70.48
2482,2/16/2019 2:30,70.651
2483,2/16/2019 3:00,70.48
2484,2/16/2019 3:30,70.48
2485,2/16/2019 4:00,70.48
2486,2/16/2019 4:30,70.651
2487,2/16/2019 5:00,70.651
2488,2/16/2019 5:30,70.48
2489,2/16/2019 6:00,70.48
2490,2/16/2019 6:30,70.48
2491,2/16/2019 7:00,70.651
2492,2/16/2019 7:30,70.824
2493,2/16/2019 8:00,70.995
2494,2/16/2019 8:30,71.168
2495,2/16/2019 9:00,71.339
2496,2/16/2019 9:30,71.683
2497,2/16/2019 10:00,71.683
2498,2/16/2019 10:30,71.856
2499,2/16/2019 11:00,72.028
2500,2/16/2019 11:30,72.372
2501,2/16/2019 12:00,72.372
2502,2/16/2019 12:30,72.718
2503,2/16/2019 13:00,73.062
2504,2/16/2019 13:30,73.234
2505,2/16/2019 14:00,73.234
2506,2/16/2019 14:30,73.58
2507,2/16/2019 15:00,73.926
2508,2/16/2019 15:30,74.098
2509,2/16/2019 16:00,74.098
2510,2/16/2019 16:30,74.098
2511,2/16/2019 17:00,73.926
2512,2/16/2019 17:30,73.753
2513,2/16/2019 18:00,73.926
2514,2/16/2019 18:30,73.753
2515,2/16/2019 19:00,73.926
2516,2/16/2019 19:30,73.926
2517,2/16/2019 20:00,73.926
2518,2/16/2019 20:30,73.407
2519,2/16/2019 21:00,73.58
2520,2/16/2019 21:30,72.718
2521,2/16/2019 22:00,72.545
2522,2/16/2019 22:30,72.718
2523,2/16/2019 23:00,72.718
2524,2/16/2019 23:30,72.718
2525,2/17/2019 0:00,72.545
2526,2/17/2019 0:30,72.545
2527,2/17/2019 1:00,72.545
2528,2/17/2019 1:30,72.372
2529,2/17/2019 2:00,72.372
2530,2/17/2019 2:30,72.199
2531,2/17/2019 3:00,72.199
2532,2/17/2019 3:30,72.028
2533,2/17/2019 4:00,72.028
2534,2/17/2019 4:30,71.856
2535,2/17/2019 5:00,71.856
2536,2/17/2019 5:30,71.856
2537,2/17/2019 6:00,71.856
2538,2/17/2019 6:30,72.028
2539,2/17/2019 7:00,72.028
2540,2/17/2019 7:30,72.028
2541,2/17/2019 8:00,72.199
2542,2/17/2019 8:30,72.372
2543,2/17/2019 9:00,72.545
2544,2/17/2019 9:30,72.891
2545,2/17/2019 10:00,73.062
2546,2/17/2019 10:30,73.062
2547,2/17/2019 11:00,73.407
2548,2/17/2019 11:30,73.234
2549,2/17/2019 12:00,74.098
2550,2/17/2019 12:30,73.58
2551,2/17/2019 13:00,73.58
2552,2/17/2019 13:30,73.753
2553,2/17/2019 14:00,74.271
2554,2/17/2019 14:30,73.926
2555,2/17/2019 15:00,73.407
2556,2/17/2019 15:30,73.407
2557,2/17/2019 16:00,73.753
2558,2/17/2019 16:30,74.098
2559,2/17/2019 17:00,74.098
2560,2/17/2019 17:30,73.926
2561,2/17/2019 18:00,73.926
2562,2/17/2019 18:30,73.753
2563,2/17/2019 19:00,73.407
2564,2/17/2019 19:30,73.407
2565,2/17/2019 20:00,73.407
2566,2/17/2019 20:30,73.234
2567,2/17/2019 21:00,73.234
2568,2/17/2019 21:30,73.234
2569,2/17/2019 22:00,73.062
2570,2/17/2019 22:30,73.062
2571,2/17/2019 23:00,73.062
2572,2/17/2019 23:30,72.891
2573,2/18/2019 0:00,72.891
2574,2/18/2019 0:30,72.891
2575,2/18/2019 1:00,72.891
2576,2/18/2019 1:30,72.718
2577,2/18/2019 2:00,72.718
2578,2/18/2019 2:30,72.718
2579,2/18/2019 3:00,72.718
2580,2/18/2019 3:30,72.718
2581,2/18/2019 4:00,72.718
2582,2/18/2019 4:30,72.718
2583,2/18/2019 5:00,72.545
2584,2/18/2019 5:30,72.545
2585,2/18/2019 6:00,72.718
2586,2/18/2019 6:30,72.545
2587,2/18/2019 7:00,72.718
2588,2/18/2019 7:30,72.891
2589,2/18/2019 8:00,73.062
2590,2/18/2019 8:30,73.234
2591,2/18/2019 9:00,73.753
2592,2/18/2019 9:30,73.753
2593,2/18/2019 10:00,73.58
2594,2/18/2019 10:30,73.926
2595,2/18/2019 11:00,73.753
2596,2/18/2019 11:30,74.619
2597,2/18/2019 12:00,74.271
2598,2/18/2019 12:30,74.619
2599,2/18/2019 13:00,74.271
2600,2/18/2019 13:30,73.926
2601,2/18/2019 14:00,74.619
2602,2/18/2019 14:30,74.098
2603,2/18/2019 15:00,74.619
2604,2/18/2019 15:30,74.964
2605,2/18/2019 16:00,74.791
2606,2/18/2019 16:30,74.619
2607,2/18/2019 17:00,74.446
2608,2/18/2019 17:30,74.098
2609,2/18/2019 18:00,74.098
2610,2/18/2019 18:30,73.753
2611,2/18/2019 19:00,73.926
2612,2/18/2019 19:30,73.753
2613,2/18/2019 20:00,73.753
2614,2/18/2019 20:30,73.753
2615,2/18/2019 21:00,73.062
2616,2/18/2019 21:30,73.062
2617,2/18/2019 22:00,73.062
2618,2/18/2019 22:30,73.062
2619,2/18/2019 23:00,72.891
2620,2/18/2019 23:30,72.891
2621,2/19/2019 0:00,72.891
2622,2/19/2019 0:30,72.718
2623,2/19/2019 1:00,72.718
2624,2/19/2019 1:30,72.891
2625,2/19/2019 2:00,72.718
2626,2/19/2019 2:30,72.718
2627,2/19/2019 3:00,72.545
2628,2/19/2019 3:30,72.028
2629,2/19/2019 4:00,72.199
2630,2/19/2019 4:30,72.199
2631,2/19/2019 5:00,72.718
2632,2/19/2019 5:30,72.718
2633,2/19/2019 6:00,72.718
2634,2/19/2019 6:30,72.718
2635,2/19/2019 7:00,72.718
2636,2/19/2019 7:30,72.891
2637,2/19/2019 8:00,72.891
2638,2/19/2019 8:30,72.891
2639,2/19/2019 9:00,72.891
2640,2/19/2019 9:30,73.062
2641,2/19/2019 10:00,73.234
2642,2/19/2019 10:30,74.098
2643,2/19/2019 11:00,74.098
2644,2/19/2019 11:30,74.098
2645,2/19/2019 12:00,73.926
2646,2/19/2019 12:30,74.446
2647,2/19/2019 13:00,74.619
2648,2/19/2019 13:30,74.791
2649,2/19/2019 14:00,74.964
2650,2/19/2019 14:30,75.139
2651,2/19/2019 15:00,75.139
2652,2/19/2019 15:30,75.139
2653,2/19/2019 16:00,75.312
2654,2/19/2019 16:30,75.139
2655,2/19/2019 17:00,75.139
2656,2/19/2019 17:30,75.139
2657,2/19/2019 18:00,75.139
2658,2/19/2019 18:30,75.139
2659,2/19/2019 19:00,74.964
2660,2/19/2019 19:30,74.964
2661,2/19/2019 20:00,74.964
2662,2/19/2019 20:30,74.791
2663,2/19/2019 21:00,74.791
2664,2/19/2019 21:30,74.619
2665,2/19/2019 22:00,74.619
2666,2/19/2019 22:30,74.446
2667,2/19/2019 23:00,74.446
2668,2/19/2019 23:30,74.446
2669,2/20/2019 0:00,74.619
2670,2/20/2019 0:30,74.446
2671,2/20/2019 1:00,74.446
2672,2/20/2019 1:30,73.926
2673,2/20/2019 2:00,73.926
2674,2/20/2019 2:30,73.753
2675,2/20/2019 3:00,73.58
2676,2/20/2019 3:30,73.58
2677,2/20/2019 4:00,73.753
2678,2/20/2019 4:30,73.753
2679,2/20/2019 5:00,73.407
2680,2/20/2019 5:30,73.58
2681,2/20/2019 6:00,73.753
2682,2/20/2019 6:30,73.58
2683,2/20/2019 7:00,73.58
2684,2/20/2019 7:30,73.926
2685,2/20/2019 8:00,73.926
2686,2/20/2019 8:30,73.926
2687,2/20/2019 9:00,74.098
2688,2/20/2019 9:30,74.446
2689,2/20/2019 10:00,74.964
2690,2/20/2019 10:30,75.312
2691,2/20/2019 11:00,75.312
2692,2/20/2019 11:30,74.791
2693,2/20/2019 12:00,75.139
2694,2/20/2019 12:30,75.832
2695,2/20/2019 13:00,75.659
2696,2/20/2019 13:30,75.139
2697,2/20/2019 14:00,74.964
2698,2/20/2019 14:30,75.659
2699,2/20/2019 15:00,75.659
2700,2/20/2019 15:30,75.659
2701,2/20/2019 16:00,75.484
2702,2/20/2019 16:30,75.659
2703,2/20/2019 17:00,75.484
2704,2/20/2019 17:30,75.484
2705,2/20/2019 18:00,75.312
2706,2/20/2019 18:30,75.139
2707,2/20/2019 19:00,75.312
2708,2/20/2019 19:30,75.312
2709,2/20/2019 20:00,75.139
2710,2/20/2019 20:30,75.139
2711,2/20/2019 21:00,74.964
2712,2/20/2019 21:30,75.139
2713,2/20/2019 22:00,75.139
2714,2/20/2019 22:30,74.964
2715,2/20/2019 23:00,74.964
2716,2/20/2019 23:30,74.964
2717,2/21/2019 0:00,74.791
2718,2/21/2019 0:30,74.791
2719,2/21/2019 1:00,74.098
2720,2/21/2019 1:30,74.098
2721,2/21/2019 2:00,74.098
2722,2/21/2019 2:30,74.098
2723,2/21/2019 3:00,73.926
2724,2/21/2019 3:30,73.58
2725,2/21/2019 4:00,73.753
2726,2/21/2019 4:30,73.58
2727,2/21/2019 5:00,73.407
2728,2/21/2019 5:30,73.234
2729,2/21/2019 6:00,73.407
2730,2/21/2019 6:30,73.234
2731,2/21/2019 7:00,73.234
2732,2/21/2019 7:30,73.407
2733,2/21/2019 8:00,73.407
2734,2/21/2019 8:30,73.407
2735,2/21/2019 9:00,73.58
2736,2/21/2019 9:30,73.753
2737,2/21/2019 10:00,74.098
2738,2/21/2019 10:30,73.753
2739,2/21/2019 11:00,73.926
2740,2/21/2019 11:30,73.926
2741,2/21/2019 12:00,73.926
2742,2/21/2019 12:30,74.098
2743,2/21/2019 13:00,74.271
2744,2/21/2019 13:30,74.271
2745,2/21/2019 14:00,74.271
2746,2/21/2019 14:30,74.446
2747,2/21/2019 15:00,74.098
2748,2/21/2019 15:30,73.926
2749,2/21/2019 16:00,73.926
2750,2/21/2019 16:30,73.753
2751,2/21/2019 17:00,73.753
2752,2/21/2019 17:30,73.753
2753,2/21/2019 18:00,73.926
2754,2/21/2019 18:30,73.753
2755,2/21/2019 19:00,73.926
2756,2/21/2019 19:30,73.753
2757,2/21/2019 20:00,73.753
2758,2/21/2019 20:30,73.753
2759,2/21/2019 21:00,73.753
2760,2/21/2019 21:30,73.58
2761,2/21/2019 22:00,73.58
2762,2/21/2019 22:30,73.58
2763,2/21/2019 23:00,73.58
2764,2/21/2019 23:30,73.58
2765,2/22/2019 0:00,73.753
2766,2/22/2019 0:30,73.58
2767,2/22/2019 1:00,73.407
2768,2/22/2019 1:30,73.58
2769,2/22/2019 2:00,73.407
2770,2/22/2019 2:30,73.407
2771,2/22/2019 3:00,73.234
2772,2/22/2019 3:30,73.234
2773,2/22/2019 4:00,73.062
2774,2/22/2019 4:30,72.891
2775,2/22/2019 5:00,72.718
2776,2/22/2019 5:30,73.062
2777,2/22/2019 6:00,72.891
2778,2/22/2019 6:30,72.891
2779,2/22/2019 7:00,72.718
2780,2/22/2019 7:30,72.545
2781,2/22/2019 8:00,72.718
2782,2/22/2019 8:30,72.372
2783,2/22/2019 9:00,72.545
2784,2/22/2019 9:30,72.718
2785,2/22/2019 10:00,72.718
2786,2/22/2019 10:30,72.545
2787,2/22/2019 11:00,72.545
2788,2/22/2019 11:30,72.545
2789,2/22/2019 12:00,72.545
2790,2/22/2019 12:30,72.545
2791,2/22/2019 13:00,72.545
2792,2/22/2019 13:30,72.718
2793,2/22/2019 14:00,72.545
2794,2/22/2019 14:30,72.718
2795,2/22/2019 15:00,72.718
2796,2/22/2019 15:30,72.718
2797,2/22/2019 16:00,72.718
2798,2/22/2019 16:30,72.718
2799,2/22/2019 17:00,72.545
2800,2/22/2019 17:30,72.545
2801,2/22/2019 18:00,72.545
2802,2/22/2019 18:30,72.545
2803,2/22/2019 19:00,72.372
2804,2/22/2019 19:30,72.372
2805,2/22/2019 20:00,72.372
2806,2/22/2019 20:30,72.199
2807,2/22/2019 21:00,72.199
2808,2/22/2019 21:30,72.199
2809,2/22/2019 22:00,72.199
2810,2/22/2019 22:30,72.199
2811,2/22/2019 23:00,72.028
2812,2/22/2019 23:30,72.028
2813,2/23/2019 0:00,72.028
2814,2/23/2019 0:30,72.028
2815,2/23/2019 1:00,71.856
2816,2/23/2019 1:30,71.856
2817,2/23/2019 2:00,71.512
2818,2/23/2019 2:30,71.683
2819,2/23/2019 3:00,71.683
2820,2/23/2019 3:30,71.512
2821,2/23/2019 4:00,71.512
2822,2/23/2019 4:30,71.512
2823,2/23/2019 5:00,71.339
2824,2/23/2019 5:30,71.512
2825,2/23/2019 6:00,71.512
2826,2/23/2019 6:30,71.339
2827,2/23/2019 7:00,71.512
2828,2/23/2019 7:30,71.512
2829,2/23/2019 8:00,71.512
2830,2/23/2019 8:30,71.856
2831,2/23/2019 9:00,71.856
2832,2/23/2019 9:30,72.028
2833,2/23/2019 10:00,72.199
2834,2/23/2019 10:30,72.372
2835,2/23/2019 11:00,72.718
2836,2/23/2019 11:30,73.234
2837,2/23/2019 12:00,73.062
2838,2/23/2019 12:30,73.407
2839,2/23/2019 13:00,73.407
2840,2/23/2019 13:30,73.58
2841,2/23/2019 14:00,73.753
2842,2/23/2019 14:30,73.753
2843,2/23/2019 15:00,73.926
2844,2/23/2019 15:30,73.926
2845,2/23/2019 16:00,73.926
2846,2/23/2019 16:30,73.926
2847,2/23/2019 17:00,73.753
2848,2/23/2019 17:30,73.753
2849,2/23/2019 18:00,73.753
2850,2/23/2019 18:30,73.753
2851,2/23/2019 19:00,73.58
2852,2/23/2019 19:30,73.58
2853,2/23/2019 20:00,73.58
2854,2/23/2019 20:30,73.407
2855,2/23/2019 21:00,73.234
2856,2/23/2019 21:30,73.234
2857,2/23/2019 22:00,73.062
2858,2/23/2019 22:30,72.891
2859,2/23/2019 23:00,72.718
2860,2/23/2019 23:30,72.718
2861,2/24/2019 0:00,72.718
2862,2/24/2019 0:30,72.545
2863,2/24/2019 1:00,72.545
2864,2/24/2019 1:30,72.545
2865,2/24/2019 2:00,72.545
2866,2/24/2019 2:30,72.199
2867,2/24/2019 3:00,72.028
2868,2/24/2019 3:30,71.856
2869,2/24/2019 4:00,71.856
2870,2/24/2019 4:30,71.683
2871,2/24/2019 5:00,71.512
2872,2/24/2019 5:30,71.683
2873,2/24/2019 6:00,71.512
2874,2/24/2019 6:30,71.339
2875,2/24/2019 7:00,71.512
2876,2/24/2019 7:30,71.683
2877,2/24/2019 8:00,71.512
2878,2/24/2019 8:30,71.856
2879,2/24/2019 9:00,71.683
2880,2/24/2019 9:30,71.856
2881,2/24/2019 10:00,72.028
2882,2/24/2019 10:30,72.028
2883,2/24/2019 11:00,72.028
2884,2/24/2019 11:30,72.028
2885,2/24/2019 12:00,72.199
2886,2/24/2019 12:30,72.199
2887,2/24/2019 13:00,72.545
2888,2/24/2019 13:30,72.545
2889,2/24/2019 14:00,72.545
2890,2/24/2019 14:30,72.372
2891,2/24/2019 15:00,72.545
2892,2/24/2019 15:30,72.372
2893,2/24/2019 16:00,72.372
2894,2/24/2019 16:30,72.199
2895,2/24/2019 17:00,71.856
2896,2/24/2019 17:30,71.856
2897,2/24/2019 18:00,71.683
2898,2/24/2019 18:30,71.683
2899,2/24/2019 19:00,71.512
2900,2/24/2019 19:30,71.339
2901,2/24/2019 20:00,71.339
2902,2/24/2019 20:30,71.339
2903,2/24/2019 21:00,71.339
2904,2/24/2019 21:30,70.995
2905,2/24/2019 22:00,71.168
2906,2/24/2019 22:30,70.824
2907,2/24/2019 23:00,70.824
2908,2/24/2019 23:30,70.824
2909,2/25/2019 0:00,70.824
2910,2/25/2019 0:30,70.651
2911,2/25/2019 1:00,70.651
2912,2/25/2019 1:30,70.48
2913,2/25/2019 2:00,70.308
2914,2/25/2019 2:30,70.137
2915,2/25/2019 3:00,70.137
2916,2/25/2019 3:30,70.137
2917,2/25/2019 4:00,69.964
2918,2/25/2019 4:30,69.964
2919,2/25/2019 5:00,69.964
2920,2/25/2019 5:30,69.793
2921,2/25/2019 6:00,69.964
2922,2/25/2019 6:30,69.964
2923,2/25/2019 7:00,69.964
2924,2/25/2019 7:30,69.964
2925,2/25/2019 8:00,69.964
2926,2/25/2019 8:30,70.137
2927,2/25/2019 9:00,70.137
2928,2/25/2019 9:30,70.137
2929,2/25/2019 10:00,70.308
2930,2/25/2019 10:30,70.308
2931,2/25/2019 11:00,70.48
2932,2/25/2019 11:30,70.48
2933,2/25/2019 12:00,70.48
2934,2/25/2019 12:30,70.48
2935,2/25/2019 13:00,70.48
2936,2/25/2019 13:30,70.48
2937,2/25/2019 14:00,70.48
2938,2/25/2019 14:30,70.48
2939,2/25/2019 15:00,70.48
2940,2/25/2019 15:30,70.48
2941,2/25/2019 16:00,70.48
2942,2/25/2019 16:30,70.308
2943,2/25/2019 17:00,70.308
2944,2/25/2019 17:30,70.308
2945,2/25/2019 18:00,70.137
2946,2/25/2019 18:30,70.137
2947,2/25/2019 19:00,69.964
2948,2/25/2019 19:30,69.964
2949,2/25/2019 20:00,69.793
2950,2/25/2019 20:30,69.793
2951,2/25/2019 21:00,69.622
2952,2/25/2019 21:30,69.622
2953,2/25/2019 22:00,69.622
2954,2/25/2019 22:30,69.449
2955,2/25/2019 23:00,69.449
2956,2/25/2019 23:30,69.449
2957,2/26/2019 0:00,69.278
2958,2/26/2019 0:30,69.278
2959,2/26/2019 1:00,69.107
2960,2/26/2019 1:30,69.107
2961,2/26/2019 2:00,68.934
2962,2/26/2019 2:30,68.934
2963,2/26/2019 3:00,68.934
