Título de trazado: La Paz,,
N.º,"Fecha Tiempo, GMT-04:00","Temp, °C (LGR S/N: 20355576, SEN S/N: 20355576)"
1676,7/6/2018 6:30,27.468
1677,7/6/2018 7:00,27.468
1678,7/6/2018 7:30,27.468
1679,7/6/2018 8:00,27.468
1680,7/6/2018 8:30,27.468
1681,7/6/2018 9:00,27.468
1682,7/6/2018 9:30,27.468
1683,7/6/2018 10:00,27.468
1684,7/6/2018 10:30,27.468
1685,7/6/2018 11:00,27.468
1686,7/6/2018 11:30,27.468
1687,7/6/2018 12:00,27.468
1688,7/6/2018 12:30,27.567
1689,7/6/2018 13:00,27.567
1690,7/6/2018 13:30,27.567
1691,7/6/2018 14:00,27.665
1692,7/6/2018 14:30,27.665
1693,7/6/2018 15:00,27.665
1694,7/6/2018 15:30,27.862
1695,7/6/2018 16:00,27.764
1696,7/6/2018 16:30,27.862
1697,7/6/2018 17:00,27.961
1698,7/6/2018 17:30,28.159
1699,7/6/2018 18:00,28.06
1700,7/6/2018 18:30,28.159
1701,7/6/2018 19:00,28.258
1702,7/6/2018 19:30,28.258
1703,7/6/2018 20:00,27.961
1704,7/6/2018 20:30,28.06
1705,7/6/2018 21:00,28.159
1706,7/6/2018 21:30,28.258
1707,7/6/2018 22:00,28.06
1708,7/6/2018 22:30,27.764
1709,7/6/2018 23:00,27.567
1710,7/6/2018 23:30,27.665
1711,7/7/2018 0:00,27.862
1712,7/7/2018 0:30,27.862
1713,7/7/2018 1:00,27.764
1714,7/7/2018 1:30,27.862
1715,7/7/2018 2:00,27.764
1716,7/7/2018 2:30,27.764
1717,7/7/2018 3:00,27.764
1718,7/7/2018 3:30,27.764
1719,7/7/2018 4:00,27.665
1720,7/7/2018 4:30,27.665
1721,7/7/2018 5:00,27.665
1722,7/7/2018 5:30,27.567
1723,7/7/2018 6:00,27.665
1724,7/7/2018 6:30,27.567
1725,7/7/2018 7:00,27.665
1726,7/7/2018 7:30,27.665
1727,7/7/2018 8:00,27.665
1728,7/7/2018 8:30,27.567
1729,7/7/2018 9:00,27.665
1730,7/7/2018 9:30,27.665
1731,7/7/2018 10:00,27.665
1732,7/7/2018 10:30,27.764
1733,7/7/2018 11:00,27.862
1734,7/7/2018 11:30,27.961
1735,7/7/2018 12:00,28.06
1736,7/7/2018 12:30,28.159
1737,7/7/2018 13:00,28.159
1738,7/7/2018 13:30,28.159
1739,7/7/2018 14:00,28.357
1740,7/7/2018 14:30,28.555
1741,7/7/2018 15:00,28.655
1742,7/7/2018 15:30,28.754
1743,7/7/2018 16:00,28.357
1744,7/7/2018 16:30,28.456
1745,7/7/2018 17:00,28.655
1746,7/7/2018 17:30,28.258
1747,7/7/2018 18:00,28.456
1748,7/7/2018 18:30,28.258
1749,7/7/2018 19:00,28.06
1750,7/7/2018 19:30,28.159
1751,7/7/2018 20:00,28.06
1752,7/7/2018 20:30,28.06
1753,7/7/2018 21:00,28.258
1754,7/7/2018 21:30,28.258
1755,7/7/2018 22:00,28.258
1756,7/7/2018 22:30,28.456
1757,7/7/2018 23:00,28.159
1758,7/7/2018 23:30,28.357
1759,7/8/2018 0:00,27.665
1760,7/8/2018 0:30,27.862
1761,7/8/2018 1:00,27.961
1762,7/8/2018 1:30,27.862
1763,7/8/2018 2:00,28.06
1764,7/8/2018 2:30,28.06
1765,7/8/2018 3:00,27.862
1766,7/8/2018 3:30,27.764
1767,7/8/2018 4:00,27.665
1768,7/8/2018 4:30,27.764
1769,7/8/2018 5:00,27.764
1770,7/8/2018 5:30,27.665
1771,7/8/2018 6:00,27.567
1772,7/8/2018 6:30,27.665
1773,7/8/2018 7:00,27.665
1774,7/8/2018 7:30,27.665
1775,7/8/2018 8:00,27.665
1776,7/8/2018 8:30,27.567
1777,7/8/2018 9:00,27.665
1778,7/8/2018 9:30,27.665
1779,7/8/2018 10:00,27.665
1780,7/8/2018 10:30,27.764
1781,7/8/2018 11:00,27.862
1782,7/8/2018 11:30,27.764
1783,7/8/2018 12:00,27.961
1784,7/8/2018 12:30,27.961
1785,7/8/2018 13:00,28.159
1786,7/8/2018 13:30,28.159
1787,7/8/2018 14:00,28.258
1788,7/8/2018 14:30,28.357
1789,7/8/2018 15:00,28.655
1790,7/8/2018 15:30,28.258
1791,7/8/2018 16:00,28.357
1792,7/8/2018 16:30,28.456
1793,7/8/2018 17:00,28.655
1794,7/8/2018 17:30,28.655
1795,7/8/2018 18:00,28.357
1796,7/8/2018 18:30,28.555
1797,7/8/2018 19:00,28.655
1798,7/8/2018 19:30,28.456
1799,7/8/2018 20:00,28.357
1800,7/8/2018 20:30,28.456
1801,7/8/2018 21:00,28.159
1802,7/8/2018 21:30,28.655
1803,7/8/2018 22:00,28.655
1804,7/8/2018 22:30,28.456
1805,7/8/2018 23:00,28.357
1806,7/8/2018 23:30,28.357
1807,7/9/2018 0:00,28.258
1808,7/9/2018 0:30,28.258
1809,7/9/2018 1:00,28.159
1810,7/9/2018 1:30,28.159
1811,7/9/2018 2:00,28.06
1812,7/9/2018 2:30,28.06
1813,7/9/2018 3:00,28.06
1814,7/9/2018 3:30,27.961
1815,7/9/2018 4:00,28.06
1816,7/9/2018 4:30,28.06
1817,7/9/2018 5:00,27.961
1818,7/9/2018 5:30,27.961
1819,7/9/2018 6:00,27.961
1820,7/9/2018 6:30,27.961
1821,7/9/2018 7:00,27.862
1822,7/9/2018 7:30,27.862
1823,7/9/2018 8:00,27.862
1824,7/9/2018 8:30,27.862
1825,7/9/2018 9:00,27.862
1826,7/9/2018 9:30,27.862
1827,7/9/2018 10:00,27.862
1828,7/9/2018 10:30,27.961
1829,7/9/2018 11:00,27.961
1830,7/9/2018 11:30,27.961
1831,7/9/2018 12:00,28.159
1832,7/9/2018 12:30,28.357
1833,7/9/2018 13:00,28.258
1834,7/9/2018 13:30,28.258
1835,7/9/2018 14:00,28.357
1836,7/9/2018 14:30,28.456
1837,7/9/2018 15:00,28.555
1838,7/9/2018 15:30,28.456
1839,7/9/2018 16:00,28.456
1840,7/9/2018 16:30,28.555
1841,7/9/2018 17:00,28.456
1842,7/9/2018 17:30,28.655
1843,7/9/2018 18:00,28.953
1844,7/9/2018 18:30,29.053
1845,7/9/2018 19:00,28.953
1846,7/9/2018 19:30,28.754
1847,7/9/2018 20:00,28.754
1848,7/9/2018 20:30,28.655
1849,7/9/2018 21:00,28.853
1850,7/9/2018 21:30,28.754
1851,7/9/2018 22:00,28.655
1852,7/9/2018 22:30,28.655
1853,7/9/2018 23:00,28.655
1854,7/9/2018 23:30,28.555
1855,7/10/2018 0:00,28.555
1856,7/10/2018 0:30,28.456
1857,7/10/2018 1:00,28.456
1858,7/10/2018 1:30,28.456
1859,7/10/2018 2:00,28.456
1860,7/10/2018 2:30,28.357
1861,7/10/2018 3:00,28.357
1862,7/10/2018 3:30,28.357
1863,7/10/2018 4:00,28.357
1864,7/10/2018 4:30,28.357
1865,7/10/2018 5:00,28.357
1866,7/10/2018 5:30,28.258
1867,7/10/2018 6:00,28.258
1868,7/10/2018 6:30,28.258
1869,7/10/2018 7:00,28.159
1870,7/10/2018 7:30,28.159
1871,7/10/2018 8:00,28.159
1872,7/10/2018 8:30,28.159
1873,7/10/2018 9:00,28.06
1874,7/10/2018 9:30,28.159
1875,7/10/2018 10:00,28.159
1876,7/10/2018 10:30,28.159
1877,7/10/2018 11:00,28.159
1878,7/10/2018 11:30,28.258
1879,7/10/2018 12:00,28.456
1880,7/10/2018 12:30,28.357
1881,7/10/2018 13:00,28.456
1882,7/10/2018 13:30,28.555
1883,7/10/2018 14:00,28.258
1884,7/10/2018 14:30,28.555
1885,7/10/2018 15:00,28.655
1886,7/10/2018 15:30,28.754
1887,7/10/2018 16:00,28.655
1888,7/10/2018 16:30,28.555
1889,7/10/2018 17:00,28.655
1890,7/10/2018 17:30,28.655
1891,7/10/2018 18:00,28.754
1892,7/10/2018 18:30,28.655
1893,7/10/2018 19:00,28.853
1894,7/10/2018 19:30,28.853
1895,7/10/2018 20:00,29.053
1896,7/10/2018 20:30,29.053
1897,7/10/2018 21:00,28.953
1898,7/10/2018 21:30,28.853
1899,7/10/2018 22:00,28.754
1900,7/10/2018 22:30,28.853
1901,7/10/2018 23:00,28.853
1902,7/10/2018 23:30,28.853
1903,7/11/2018 0:00,28.853
1904,7/11/2018 0:30,28.754
1905,7/11/2018 1:00,28.754
1906,7/11/2018 1:30,28.655
1907,7/11/2018 2:00,28.655
1908,7/11/2018 2:30,28.555
1909,7/11/2018 3:00,28.555
1910,7/11/2018 3:30,28.555
1911,7/11/2018 4:00,28.555
1912,7/11/2018 4:30,28.555
1913,7/11/2018 5:00,28.456
1914,7/11/2018 5:30,28.456
1915,7/11/2018 6:00,28.456
1916,7/11/2018 6:30,28.456
1917,7/11/2018 7:00,28.357
1918,7/11/2018 7:30,28.357
1919,7/11/2018 8:00,28.258
1920,7/11/2018 8:30,28.159
1921,7/11/2018 9:00,28.159
1922,7/11/2018 9:30,28.159
1923,7/11/2018 10:00,28.159
1924,7/11/2018 10:30,28.159
1925,7/11/2018 11:00,28.258
1926,7/11/2018 11:30,28.258
1927,7/11/2018 12:00,28.456
1928,7/11/2018 12:30,28.555
1929,7/11/2018 13:00,28.456
1930,7/11/2018 13:30,28.655
1931,7/11/2018 14:00,28.655
1932,7/11/2018 14:30,28.853
1933,7/11/2018 15:00,28.853
1934,7/11/2018 15:30,28.754
1935,7/11/2018 16:00,28.754
1936,7/11/2018 16:30,28.853
1937,7/11/2018 17:00,29.053
1938,7/11/2018 17:30,29.053
1939,7/11/2018 18:00,29.352
1940,7/11/2018 18:30,29.053
1941,7/11/2018 19:00,29.053
1942,7/11/2018 19:30,29.152
1943,7/11/2018 20:00,28.754
1944,7/11/2018 20:30,28.655
1945,7/11/2018 21:00,28.853
1946,7/11/2018 21:30,28.655
1947,7/11/2018 22:00,28.754
1948,7/11/2018 22:30,28.853
1949,7/11/2018 23:00,28.655
1950,7/11/2018 23:30,28.357
1951,7/12/2018 0:00,28.555
1952,7/12/2018 0:30,28.555
1953,7/12/2018 1:00,28.456
1954,7/12/2018 1:30,28.456
1955,7/12/2018 2:00,28.456
1956,7/12/2018 2:30,28.357
1957,7/12/2018 3:00,28.357
1958,7/12/2018 3:30,28.357
1959,7/12/2018 4:00,28.258
1960,7/12/2018 4:30,28.159
1961,7/12/2018 5:00,28.159
1962,7/12/2018 5:30,28.06
1963,7/12/2018 6:00,28.06
1964,7/12/2018 6:30,27.961
1965,7/12/2018 7:00,27.961
1966,7/12/2018 7:30,27.862
1967,7/12/2018 8:00,27.862
1968,7/12/2018 8:30,27.764
1969,7/12/2018 9:00,27.764
1970,7/12/2018 9:30,27.764
1971,7/12/2018 10:00,27.764
1972,7/12/2018 10:30,27.862
1973,7/12/2018 11:00,27.961
1974,7/12/2018 11:30,28.06
1975,7/12/2018 12:00,28.06
1976,7/12/2018 12:30,28.159
1977,7/12/2018 13:00,28.159
1978,7/12/2018 13:30,28.258
1979,7/12/2018 14:00,28.456
1980,7/12/2018 14:30,28.456
1981,7/12/2018 15:00,28.655
1982,7/12/2018 15:30,28.555
1983,7/12/2018 16:00,28.555
1984,7/12/2018 16:30,28.555
1985,7/12/2018 17:00,28.357
1986,7/12/2018 17:30,28.357
1987,7/12/2018 18:00,28.655
1988,7/12/2018 18:30,28.555
1989,7/12/2018 19:00,28.555
1990,7/12/2018 19:30,28.555
1991,7/12/2018 20:00,28.754
1992,7/12/2018 20:30,28.555
1993,7/12/2018 21:00,28.258
1994,7/12/2018 21:30,28.258
1995,7/12/2018 22:00,28.159
1996,7/12/2018 22:30,28.357
1997,7/12/2018 23:00,28.357
1998,7/12/2018 23:30,28.258
1999,7/13/2018 0:00,28.357
2000,7/13/2018 0:30,28.258
2001,7/13/2018 1:00,28.258
2002,7/13/2018 1:30,28.06
2003,7/13/2018 2:00,28.159
2004,7/13/2018 2:30,28.06
2005,7/13/2018 3:00,28.06
2006,7/13/2018 3:30,27.961
2007,7/13/2018 4:00,27.961
2008,7/13/2018 4:30,27.961
2009,7/13/2018 5:00,27.862
2010,7/13/2018 5:30,27.862
2011,7/13/2018 6:00,27.862
2012,7/13/2018 6:30,27.862
2013,7/13/2018 7:00,27.764
2014,7/13/2018 7:30,27.764
2015,7/13/2018 8:00,27.764
2016,7/13/2018 8:30,27.665
2017,7/13/2018 9:00,27.665
2018,7/13/2018 9:30,27.764
2019,7/13/2018 10:00,27.764
2020,7/13/2018 10:30,27.862
2021,7/13/2018 11:00,27.961
2022,7/13/2018 11:30,28.159
2023,7/13/2018 12:00,28.258
2024,7/13/2018 12:30,28.357
2025,7/13/2018 13:00,28.258
2026,7/13/2018 13:30,28.456
2027,7/13/2018 14:00,28.555
2028,7/13/2018 14:30,28.655
2029,7/13/2018 15:00,28.555
2030,7/13/2018 15:30,28.357
2031,7/13/2018 16:00,28.357
2032,7/13/2018 16:30,28.258
2033,7/13/2018 17:00,28.357
2034,7/13/2018 17:30,28.456
2035,7/13/2018 18:00,28.555
2036,7/13/2018 18:30,28.655
2037,7/13/2018 19:00,28.754
2038,7/13/2018 19:30,28.555
2039,7/13/2018 20:00,28.456
2040,7/13/2018 20:30,28.555
2041,7/13/2018 21:00,28.357
2042,7/13/2018 21:30,28.258
2043,7/13/2018 22:00,28.258
2044,7/13/2018 22:30,28.159
2045,7/13/2018 23:00,28.159
2046,7/13/2018 23:30,28.06
2047,7/14/2018 0:00,28.06
2048,7/14/2018 0:30,27.862
2049,7/14/2018 1:00,27.764
2050,7/14/2018 1:30,27.665
2051,7/14/2018 2:00,27.862
2052,7/14/2018 2:30,27.764
2053,7/14/2018 3:00,27.862
2054,7/14/2018 3:30,27.961
2055,7/14/2018 4:00,27.961
2056,7/14/2018 4:30,27.961
2057,7/14/2018 5:00,27.961
2058,7/14/2018 5:30,28.06
2059,7/14/2018 6:00,27.961
2060,7/14/2018 6:30,27.961
2061,7/14/2018 7:00,27.961
2062,7/14/2018 7:30,27.862
2063,7/14/2018 8:00,27.862
2064,7/14/2018 8:30,27.764
2065,7/14/2018 9:00,27.764
2066,7/14/2018 9:30,27.764
2067,7/14/2018 10:00,27.862
2068,7/14/2018 10:30,28.06
2069,7/14/2018 11:00,28.159
2070,7/14/2018 11:30,28.258
2071,7/14/2018 12:00,28.159
2072,7/14/2018 12:30,28.258
2073,7/14/2018 13:00,28.258
2074,7/14/2018 13:30,28.159
2075,7/14/2018 14:00,28.456
2076,7/14/2018 14:30,28.456
2077,7/14/2018 15:00,28.555
2078,7/14/2018 15:30,28.357
2079,7/14/2018 16:00,28.06
2080,7/14/2018 16:30,28.357
2081,7/14/2018 17:00,28.357
2082,7/14/2018 17:30,28.456
2083,7/14/2018 18:00,28.456
2084,7/14/2018 18:30,28.555
2085,7/14/2018 19:00,28.754
2086,7/14/2018 19:30,28.853
2087,7/14/2018 20:00,28.853
2088,7/14/2018 20:30,28.754
2089,7/14/2018 21:00,28.754
2090,7/14/2018 21:30,28.655
2091,7/14/2018 22:00,28.357
2092,7/14/2018 22:30,28.357
2093,7/14/2018 23:00,28.258
2094,7/14/2018 23:30,28.258
2095,7/15/2018 0:00,28.456
2096,7/15/2018 0:30,28.357
2097,7/15/2018 1:00,28.357
2098,7/15/2018 1:30,28.357
2099,7/15/2018 2:00,28.258
2100,7/15/2018 2:30,28.258
2101,7/15/2018 3:00,28.258
2102,7/15/2018 3:30,28.258
2103,7/15/2018 4:00,28.159
2104,7/15/2018 4:30,28.258
2105,7/15/2018 5:00,28.258
2106,7/15/2018 5:30,28.357
2107,7/15/2018 6:00,28.357
2108,7/15/2018 6:30,28.357
2109,7/15/2018 7:00,28.357
2110,7/15/2018 7:30,28.357
2111,7/15/2018 8:00,28.258
2112,7/15/2018 8:30,28.357
2113,7/15/2018 9:00,28.258
2114,7/15/2018 9:30,28.159
2115,7/15/2018 10:00,28.258
2116,7/15/2018 10:30,28.357
2117,7/15/2018 11:00,28.456
2118,7/15/2018 11:30,28.555
2119,7/15/2018 12:00,28.754
2120,7/15/2018 12:30,28.754
2121,7/15/2018 13:00,28.456
2122,7/15/2018 13:30,28.357
2123,7/15/2018 14:00,28.456
2124,7/15/2018 14:30,28.953
2125,7/15/2018 15:00,28.953
2126,7/15/2018 15:30,28.754
2127,7/15/2018 16:00,28.655
2128,7/15/2018 16:30,28.555
2129,7/15/2018 17:00,28.754
2130,7/15/2018 17:30,29.152
2131,7/15/2018 18:00,29.252
2132,7/15/2018 18:30,29.252
2133,7/15/2018 19:00,29.152
2134,7/15/2018 19:30,29.152
2135,7/15/2018 20:00,29.252
2136,7/15/2018 20:30,29.452
2137,7/15/2018 21:00,29.152
2138,7/15/2018 21:30,29.452
2139,7/15/2018 22:00,29.352
2140,7/15/2018 22:30,29.252
2141,7/15/2018 23:00,29.053
2142,7/15/2018 23:30,29.053
2143,7/16/2018 0:00,28.953
2144,7/16/2018 0:30,28.754
2145,7/16/2018 1:00,28.754
2146,7/16/2018 1:30,28.754
2147,7/16/2018 2:00,28.754
2148,7/16/2018 2:30,28.655
2149,7/16/2018 3:00,28.655
2150,7/16/2018 3:30,28.655
2151,7/16/2018 4:00,28.655
2152,7/16/2018 4:30,28.655
2153,7/16/2018 5:00,28.655
2154,7/16/2018 5:30,28.555
2155,7/16/2018 6:00,28.555
2156,7/16/2018 6:30,28.555
2157,7/16/2018 7:00,28.555
2158,7/16/2018 7:30,28.555
2159,7/16/2018 8:00,28.456
2160,7/16/2018 8:30,28.456
2161,7/16/2018 9:00,28.456
2162,7/16/2018 9:30,28.456
2163,7/16/2018 10:00,28.555
2164,7/16/2018 10:30,28.655
2165,7/16/2018 11:00,28.655
2166,7/16/2018 11:30,28.655
2167,7/16/2018 12:00,28.754
2168,7/16/2018 12:30,28.853
2169,7/16/2018 13:00,28.953
2170,7/16/2018 13:30,29.053
2171,7/16/2018 14:00,29.053
2172,7/16/2018 14:30,29.152
2173,7/16/2018 15:00,29.053
2174,7/16/2018 15:30,29.053
2175,7/16/2018 16:00,28.953
2176,7/16/2018 16:30,29.053
2177,7/16/2018 17:00,29.053
2178,7/16/2018 17:30,29.152
2179,7/16/2018 18:00,29.452
2180,7/16/2018 18:30,29.352
2181,7/16/2018 19:00,29.252
2182,7/16/2018 19:30,29.452
2183,7/16/2018 20:00,29.752
2184,7/16/2018 20:30,29.452
2185,7/16/2018 21:00,29.352
2186,7/16/2018 21:30,29.752
2187,7/16/2018 22:00,29.552
2188,7/16/2018 22:30,29.252
2189,7/16/2018 23:00,29.152
2190,7/16/2018 23:30,29.252
2191,7/17/2018 0:00,29.252
2192,7/17/2018 0:30,29.152
2193,7/17/2018 1:00,29.152
2194,7/17/2018 1:30,29.053
2195,7/17/2018 2:00,29.053
2196,7/17/2018 2:30,28.953
2197,7/17/2018 3:00,28.953
2198,7/17/2018 3:30,28.953
2199,7/17/2018 4:00,28.853
2200,7/17/2018 4:30,28.853
2201,7/17/2018 5:00,28.853
2202,7/17/2018 5:30,28.853
2203,7/17/2018 6:00,28.853
2204,7/17/2018 6:30,28.853
2205,7/17/2018 7:00,28.853
2206,7/17/2018 7:30,28.754
2207,7/17/2018 8:00,28.754
2208,7/17/2018 8:30,28.754
2209,7/17/2018 9:00,28.754
2210,7/17/2018 9:30,28.754
2211,7/17/2018 10:00,28.754
2212,7/17/2018 10:30,28.754
2213,7/17/2018 11:00,28.754
2214,7/17/2018 11:30,28.754
2215,7/17/2018 12:00,28.655
2216,7/17/2018 12:30,28.456
2217,7/17/2018 13:00,29.053
2218,7/17/2018 13:30,28.953
2219,7/17/2018 14:00,28.853
2220,7/17/2018 14:30,28.655
2221,7/17/2018 15:00,28.754
2222,7/17/2018 15:30,28.754
2223,7/17/2018 16:00,28.853
2224,7/17/2018 16:30,28.953
2225,7/17/2018 17:00,28.754
2226,7/17/2018 17:30,28.754
2227,7/17/2018 18:00,28.754
2228,7/17/2018 18:30,28.853
2229,7/17/2018 19:00,28.853
2230,7/17/2018 19:30,28.853
2231,7/17/2018 20:00,28.754
2232,7/17/2018 20:30,28.853
2233,7/17/2018 21:00,28.953
2234,7/17/2018 21:30,28.853
2235,7/17/2018 22:00,28.754
2236,7/17/2018 22:30,28.754
2237,7/17/2018 23:00,28.754
2238,7/17/2018 23:30,28.754
2239,7/18/2018 0:00,28.655
2240,7/18/2018 0:30,28.655
2241,7/18/2018 1:00,28.655
2242,7/18/2018 1:30,28.456
2243,7/18/2018 2:00,28.456
2244,7/18/2018 2:30,28.456
2245,7/18/2018 3:00,28.357
2246,7/18/2018 3:30,28.357
2247,7/18/2018 4:00,28.258
2248,7/18/2018 4:30,28.258
2249,7/18/2018 5:00,28.258
2250,7/18/2018 5:30,28.258
2251,7/18/2018 6:00,28.159
2252,7/18/2018 6:30,28.159
2253,7/18/2018 7:00,28.159
2254,7/18/2018 7:30,28.06
2255,7/18/2018 8:00,28.06
2256,7/18/2018 8:30,28.06
2257,7/18/2018 9:00,28.06
2258,7/18/2018 9:30,28.06
2259,7/18/2018 10:00,28.159
2260,7/18/2018 10:30,28.159
2261,7/18/2018 11:00,28.159
2262,7/18/2018 11:30,28.159
2263,7/18/2018 12:00,28.357
2264,7/18/2018 12:30,28.357
2265,7/18/2018 13:00,28.357
2266,7/18/2018 13:30,28.555
2267,7/18/2018 14:00,28.456
2268,7/18/2018 14:30,28.456
2269,7/18/2018 15:00,28.357
2270,7/18/2018 15:30,28.555
2271,7/18/2018 16:00,28.555
2272,7/18/2018 16:30,28.655
2273,7/18/2018 17:00,28.655
2274,7/18/2018 17:30,28.754
2275,7/18/2018 18:00,28.655
2276,7/18/2018 18:30,28.853
2277,7/18/2018 19:00,28.953
2278,7/18/2018 19:30,28.953
2279,7/18/2018 20:00,28.853
2280,7/18/2018 20:30,28.853
2281,7/18/2018 21:00,28.754
2282,7/18/2018 21:30,28.853
2283,7/18/2018 22:00,28.754
2284,7/18/2018 22:30,28.655
2285,7/18/2018 23:00,28.555
2286,7/18/2018 23:30,28.159
2287,7/19/2018 0:00,28.456
2288,7/19/2018 0:30,28.456
2289,7/19/2018 1:00,28.357
2290,7/19/2018 1:30,28.456
2291,7/19/2018 2:00,28.357
2292,7/19/2018 2:30,28.357
2293,7/19/2018 3:00,28.258
2294,7/19/2018 3:30,28.159
2295,7/19/2018 4:00,28.159
2296,7/19/2018 4:30,28.06
2297,7/19/2018 5:00,28.06
2298,7/19/2018 5:30,28.06
2299,7/19/2018 6:00,28.06
2300,7/19/2018 6:30,27.961
2301,7/19/2018 7:00,27.961
2302,7/19/2018 7:30,27.961
2303,7/19/2018 8:00,27.961
2304,7/19/2018 8:30,27.862
2305,7/19/2018 9:00,27.862
2306,7/19/2018 9:30,27.862
2307,7/19/2018 10:00,27.961
2308,7/19/2018 10:30,27.961
2309,7/19/2018 11:00,27.961
2310,7/19/2018 11:30,28.06
2311,7/19/2018 12:00,28.06
2312,7/19/2018 12:30,28.159
2313,7/19/2018 13:00,28.258
2314,7/19/2018 13:30,28.456
2315,7/19/2018 14:00,28.655
2316,7/19/2018 14:30,28.754
2317,7/19/2018 15:00,28.853
2318,7/19/2018 15:30,28.754
2319,7/19/2018 16:00,28.853
2320,7/19/2018 16:30,29.053
2321,7/19/2018 17:00,29.053
2322,7/19/2018 17:30,28.853
2323,7/19/2018 18:00,29.053
2324,7/19/2018 18:30,28.953
2325,7/19/2018 19:00,29.053
2326,7/19/2018 19:30,28.953
2327,7/19/2018 20:00,29.053
2328,7/19/2018 20:30,28.953
2329,7/19/2018 21:00,29.152
2330,7/19/2018 21:30,28.953
2331,7/19/2018 22:00,28.853
2332,7/19/2018 22:30,28.754
2333,7/19/2018 23:00,28.853
2334,7/19/2018 23:30,28.853
2335,7/20/2018 0:00,28.754
2336,7/20/2018 0:30,28.853
2337,7/20/2018 1:00,28.853
2338,7/20/2018 1:30,28.754
2339,7/20/2018 2:00,28.754
2340,7/20/2018 2:30,28.655
2341,7/20/2018 3:00,28.456
2342,7/20/2018 3:30,28.456
2343,7/20/2018 4:00,28.357
2344,7/20/2018 4:30,28.357
2345,7/20/2018 5:00,28.357
2346,7/20/2018 5:30,28.357
2347,7/20/2018 6:00,28.357
2348,7/20/2018 6:30,28.258
2349,7/20/2018 7:00,28.258
2350,7/20/2018 7:30,28.258
2351,7/20/2018 8:00,28.258
2352,7/20/2018 8:30,28.258
2353,7/20/2018 9:00,28.258
2354,7/20/2018 9:30,28.159
2355,7/20/2018 10:00,28.159
2356,7/20/2018 10:30,28.159
2357,7/20/2018 11:00,28.258
2358,7/20/2018 11:30,28.159
2359,7/20/2018 12:00,28.258
2360,7/20/2018 12:30,28.258
2361,7/20/2018 13:00,28.357
2362,7/20/2018 13:30,28.555
2363,7/20/2018 14:00,28.655
2364,7/20/2018 14:30,28.555
2365,7/20/2018 15:00,28.853
2366,7/20/2018 15:30,28.853
2367,7/20/2018 16:00,28.555
2368,7/20/2018 16:30,28.655
2369,7/20/2018 17:00,28.853
2370,7/20/2018 17:30,28.853
2371,7/20/2018 18:00,29.053
2372,7/20/2018 18:30,29.152
2373,7/20/2018 19:00,28.953
2374,7/20/2018 19:30,29.053
2375,7/20/2018 20:00,28.953
2376,7/20/2018 20:30,28.953
2377,7/20/2018 21:00,28.953
2378,7/20/2018 21:30,28.555
2379,7/20/2018 22:00,28.357
2380,7/20/2018 22:30,28.754
2381,7/20/2018 23:00,28.754
2382,7/20/2018 23:30,28.754
2383,7/21/2018 0:00,28.754
2384,7/21/2018 0:30,28.754
2385,7/21/2018 1:00,28.655
2386,7/21/2018 1:30,28.555
2387,7/21/2018 2:00,28.555
2388,7/21/2018 2:30,28.456
2389,7/21/2018 3:00,28.456
2390,7/21/2018 3:30,28.357
2391,7/21/2018 4:00,28.357
2392,7/21/2018 4:30,28.357
2393,7/21/2018 5:00,28.258
2394,7/21/2018 5:30,28.258
2395,7/21/2018 6:00,28.258
2396,7/21/2018 6:30,28.258
2397,7/21/2018 7:00,28.258
2398,7/21/2018 7:30,28.258
2399,7/21/2018 8:00,28.159
2400,7/21/2018 8:30,28.159
2401,7/21/2018 9:00,28.159
2402,7/21/2018 9:30,28.06
2403,7/21/2018 10:00,28.06
2404,7/21/2018 10:30,28.159
2405,7/21/2018 11:00,28.06
2406,7/21/2018 11:30,28.159
2407,7/21/2018 12:00,28.159
2408,7/21/2018 12:30,28.258
2409,7/21/2018 13:00,28.357
2410,7/21/2018 13:30,28.456
2411,7/21/2018 14:00,28.456
2412,7/21/2018 14:30,28.655
2413,7/21/2018 15:00,28.853
2414,7/21/2018 15:30,28.853
2415,7/21/2018 16:00,28.555
2416,7/21/2018 16:30,28.754
2417,7/21/2018 17:00,28.853
2418,7/21/2018 17:30,28.853
2419,7/21/2018 18:00,28.357
2420,7/21/2018 18:30,29.053
2421,7/21/2018 19:00,28.357
2422,7/21/2018 19:30,28.555
2423,7/21/2018 20:00,29.252
2424,7/21/2018 20:30,28.555
2425,7/21/2018 21:00,28.159
2426,7/21/2018 21:30,28.357
2427,7/21/2018 22:00,28.754
2428,7/21/2018 22:30,28.357
2429,7/21/2018 23:00,28.555
2430,7/21/2018 23:30,28.258
2431,7/22/2018 0:00,28.06
2432,7/22/2018 0:30,28.555
2433,7/22/2018 1:00,28.555
2434,7/22/2018 1:30,28.456
2435,7/22/2018 2:00,28.357
2436,7/22/2018 2:30,28.357
2437,7/22/2018 3:00,28.258
2438,7/22/2018 3:30,28.258
2439,7/22/2018 4:00,28.159
2440,7/22/2018 4:30,28.159
2441,7/22/2018 5:00,28.06
2442,7/22/2018 5:30,28.06
2443,7/22/2018 6:00,27.961
2444,7/22/2018 6:30,27.961
2445,7/22/2018 7:00,27.961
2446,7/22/2018 7:30,27.862
2447,7/22/2018 8:00,27.862
2448,7/22/2018 8:30,27.862
